Stock,R2_Score,RMSE,MAE,MAPE
Caterpillar_vs_McKesson,0.9901177795,0.06224008963,0.05177625088,0.03172371506
Caterpillar_vs_WW Grainger,0.98036266,0.04124056878,0.03188127118,0.01948065517
Caterpillar_vs_P&G,0.9858121722,0.09671566152,0.07467393287,0.03283839316
Walt Disney_vs_Chevron,0.9729175707,0.2571728826,0.2144033942,0.03241811641
Walt Disney_vs_UnitedHealth,0.9905758837,0.1421953915,0.1175813088,0.01602104049
Walt Disney_vs_Novo Nordisk ADR,0.9217310656,0.5221739902,0.4497348456,0.04402505926
Walt Disney_vs_Coca-Cola,0.9938936907,0.1513385677,0.1144817638,0.01526040391
Walt Disney_vs_McDonald’s,0.9924073391,0.1385007852,0.1140985861,0.0160361025
Walt Disney_vs_Applied Materials,0.9954240089,0.1208445017,0.0923730521,0.01107465789
Walt Disney_vs_NextEra Energy,0.9951095736,0.1171805763,0.08042872597,0.01633741092
Walt Disney_vs_Southern,0.9900969123,0.2188121144,0.176875132,0.02193768769
Walt Disney_vs_Rio Tinto ADR,0.9931131635,0.1154600702,0.09012282602,0.0170595809
Walt Disney_vs_Waste Management,0.9587127093,0.2374868177,0.2112485425,0.0254825573
Walt Disney_vs_BHP Group Ltd ADR,0.9940203452,0.1414107863,0.1101484957,0.02902748307
Walt Disney_vs_Enbridge,0.9590660367,0.2334675093,0.2086820265,0.06395082594
Walt Disney_vs_Sherwin-Williams,0.9906887097,0.1753801967,0.1495272631,0.02371696271
Walt Disney_vs_Linde PLC,0.9823934197,0.1659809445,0.1397410915,0.01641417908
Walt Disney_vs_Elevance Health,0.9960513061,0.1083652342,0.07714822783,0.01128149056
Walt Disney_vs_McKesson,0.9376329479,0.3952563281,0.3470096761,0.0364742774
Walt Disney_vs_WW Grainger,0.8021495176,0.6889957522,0.6257574786,0.06649311025
Walt Disney_vs_P&G,0.9655605797,0.2423088347,0.1955590559,0.02449726658
Chevron_vs_UnitedHealth,0.9567032346,0.1721134387,0.1351995849,0.04817214167
Chevron_vs_Novo Nordisk ADR,0.9867193941,0.1978319175,0.135278164,0.04152586664
Chevron_vs_Coca-Cola,0.9822660519,0.1749819958,0.1330470365,0.05607672582
Chevron_vs_McDonald’s,0.9783826079,0.1055494575,0.07318207119,0.03437372051
Chevron_vs_Applied Materials,0.9897766774,0.09516535395,0.07239987379,0.02315880545
Chevron_vs_NextEra Energy,0.9638948907,0.2839080429,0.2072967754,0.05574982527
Chevron_vs_Southern,0.9904125095,0.1238426857,0.09771807801,0.03304132185
Chevron_vs_Rio Tinto ADR,0.9084802047,0.2425440677,0.1986527862,0.06240454018
Chevron_vs_Waste Management,0.9853538305,0.08148887958,0.06094713877,0.02132984952
Chevron_vs_BHP Group Ltd ADR,0.9563285231,0.1732453573,0.1409292756,0.04557162551
Chevron_vs_Enbridge,0.994402532,0.1665943959,0.1284962896,0.02357804398
Chevron_vs_Sherwin-Williams,0.988266034,0.1197999306,0.08791851845,0.02891047418
Chevron_vs_Linde PLC,0.9878730483,0.1253383457,0.0693530841,0.02748112537
Chevron_vs_Elevance Health,0.9562656298,0.1219259792,0.0962980084,0.03321854268
Chevron_vs_McKesson,0.9810449036,0.1627761206,0.1332113572,0.03787858509
Chevron_vs_WW Grainger,0.9889043118,0.1485032058,0.123898073,0.03765141152
Chevron_vs_P&G,0.9738711013,0.1268051971,0.09566103577,0.04628205505
