Stock,R2_Score,RMSE,MAE,MAPE
Caterpillar_vs_Elevance Health,0.9935651232,0.1482695129,0.1305435118,0.0567529785
Caterpillar_vs_McKesson,0.9722918391,0.104218973,0.07965087834,0.05162149738
Caterpillar_vs_WW Grainger,0.9652328692,0.05487414197,0.04322100043,0.02612490342
Caterpillar_vs_P&G,0.9658984476,0.1499429074,0.1208288068,0.05624321657
Walt Disney_vs_Chevron,0.9809148127,0.2158885337,0.17186704,0.02547296612
Walt Disney_vs_UnitedHealth,0.986648019,0.1692536547,0.1315971821,0.01797097338
Walt Disney_vs_Novo Nordisk ADR,0.8140684601,0.8048168457,0.713612989,0.07041356226
Walt Disney_vs_Coca-Cola,0.9906392144,0.1873770374,0.1414331406,0.02081648476
Walt Disney_vs_McDonald’s,0.9871359567,0.1802785182,0.1438693848,0.01903568119
Walt Disney_vs_Applied Materials,0.959224271,0.3607324196,0.3259406708,0.03815320474
Walt Disney_vs_NextEra Energy,0.9875007953,0.1873369549,0.1366329797,0.0285342257
Walt Disney_vs_Southern,0.9950837204,0.1541715859,0.1203570378,0.01747527287
Walt Disney_vs_Rio Tinto ADR,0.984672275,0.1722506152,0.1428297568,0.02851173042
Walt Disney_vs_Waste Management,0.9843362655,0.1462779858,0.1125904958,0.01412932126
Walt Disney_vs_BHP Group Ltd ADR,0.9804480941,0.2557048873,0.2192060499,0.04555273346
Walt Disney_vs_Enbridge,0.9438947702,0.2733293225,0.2226055669,0.06379642406
Walt Disney_vs_Sherwin-Williams,0.9951798342,0.1261846743,0.08870328044,0.01263872479
Walt Disney_vs_Linde PLC,0.9713308035,0.2118012342,0.172211593,0.01986856579
Walt Disney_vs_Elevance Health,0.9911335849,0.1623817684,0.127107094,0.01888857709
Walt Disney_vs_McKesson,0.9207343666,0.4455984696,0.3903124369,0.04115052096
Walt Disney_vs_WW Grainger,0.8583349647,0.5830144579,0.5292390434,0.05643597759
Walt Disney_vs_P&G,0.9867418125,0.1503430687,0.1069658057,0.01500317535
Chevron_vs_UnitedHealth,0.9350698075,0.210770779,0.1647668642,0.05963458301
Chevron_vs_Novo Nordisk ADR,0.975581345,0.2682552834,0.1669904725,0.047786256
Chevron_vs_Coca-Cola,0.9745668714,0.2095513883,0.1493405058,0.05935072818
Chevron_vs_McDonald’s,0.9552265444,0.1519024097,0.1083576908,0.05131149668
Chevron_vs_Applied Materials,0.982206067,0.1255506049,0.09635984224,0.03552723704
Chevron_vs_NextEra Energy,0.9659463306,0.2757244771,0.1915636298,0.05702549444
Chevron_vs_Southern,0.991157797,0.1189318376,0.08674294985,0.03161682905
Chevron_vs_Rio Tinto ADR,0.9347970177,0.2047231083,0.158410071,0.05160548613
Chevron_vs_Waste Management,0.9731142355,0.1104072298,0.08424166329,0.02931940939
Chevron_vs_BHP Group Ltd ADR,0.9261931453,0.2252221055,0.1738431763,0.05347283794
Chevron_vs_Enbridge,0.9872896593,0.2510401445,0.2071548523,0.04115279103
Chevron_vs_Sherwin-Williams,0.9838013457,0.1407581732,0.09846024024,0.03264392661
Chevron_vs_Linde PLC,0.9840726697,0.1436413991,0.08426830603,0.03451552465
Chevron_vs_Elevance Health,0.963394875,0.1115464518,0.08169415046,0.02907174363
Chevron_vs_McKesson,0.9874791562,0.1322953236,0.1076862562,0.03466576897
Chevron_vs_WW Grainger,0.9948193883,0.1014727028,0.08075746373,0.02813119145
Chevron_vs_P&G,0.9502378938,0.1749950956,0.1333679589,0.06490565547
